gender,age,number_of_kids,day,online_hours
FEMALE,31,0,8,1.4
FEMALE,31,0,9,0.9666666666666667
FEMALE,31,0,12,3.85
FEMALE,31,0,13,1.45
FEMALE,31,0,14,0.9333333333333333
FEMALE,31,0,15,0.9666666666666667
FEMALE,31,0,16,3.966666666666667
FEMALE,31,0,19,3.5166666666666666
FEMALE,31,0,20,4.133333333333333
FEMALE,31,0,21,3.7500000000000004
FEMALE,25,4,1,4.15
FEMALE,25,4,2,5.083333333333334
FEMALE,25,4,5,1.4833333333333334
FEMALE,25,4,6,2.1666666666666665
FEMALE,25,4,7,2.416666666666667
FEMALE,25,4,8,2.9
FEMALE,25,4,9,1.2000000000000002
FEMALE,25,4,12,2.65
FEMALE,25,4,13,3.2666666666666666
FEMALE,25,4,14,3.1333333333333333
FEMALE,25,4,15,2.5
FEMALE,25,4,16,4.966666666666667
FEMALE,25,4,19,0.5333333333333333
FEMALE,25,4,20,2.783333333333333
FEMALE,25,4,21,4.333333333333333
MALE,31,1,1,1.5499999999999998
MALE,31,1,2,1.6
MALE,31,1,5,1.4
MALE,31,1,6,1.3333333333333335
MALE,31,1,7,1.4
MALE,31,1,8,1.0333333333333332
MALE,31,1,9,2.533333333333333
MALE,31,1,12,3.1333333333333333
MALE,31,1,13,2.8499999999999996
MALE,31,1,14,4.2
MALE,31,1,16,5.5
MALE,31,1,19,4.383333333333334
MALE,31,1,20,1.0666666666666667
MALE,31,1,21,5.283333333333333
MALE,41,3,1,2.783333333333333
MALE,41,3,2,2.9333333333333336
MALE,41,3,5,5.516666666666667
MALE,41,3,6,0.6666666666666666
MALE,41,3,7,1.7666666666666666
MALE,41,3,8,3.4166666666666665
MALE,41,3,9,1.55
MALE,41,3,12,4.0
MALE,41,3,13,1.5166666666666668
MALE,41,3,14,5.033333333333333
MALE,41,3,15,5.333333333333333
MALE,41,3,16,2.0166666666666666
MALE,41,3,19,1.2333333333333334
MALE,41,3,20,3.1500000000000004
MALE,41,3,21,4.166666666666666
MALE,54,0,1,6.433333333333334
MALE,54,0,2,3.816666666666667
MALE,54,0,3,5.666666666666666
MALE,54,0,5,4.133333333333333
MALE,54,0,6,4.183333333333334
MALE,54,0,7,7.316666666666666
MALE,54,0,8,4.1
MALE,54,0,9,6.733333333333333
MALE,54,0,10,4.8
MALE,54,0,12,4.133333333333333
MALE,54,0,13,4.483333333333333
MALE,54,0,14,5.85
MALE,54,0,15,3.433333333333333
MALE,54,0,16,7.883333333333334
MALE,54,0,17,6.516666666666667
MALE,54,0,18,6.45
MALE,54,0,19,8.266666666666667
MALE,54,0,20,8.733333333333333
MALE,54,0,21,7.999999999999999
MALE,29,2,1,4.583333333333333
MALE,29,2,2,6.4833333333333325
MALE,29,2,3,8.75
MALE,29,2,5,4.8500000000000005
MALE,29,2,6,2.5166666666666666
MALE,29,2,7,5.699999999999999
MALE,29,2,8,5.616666666666666
MALE,29,2,9,5.833333333333333
MALE,29,2,10,11.65
MALE,29,2,12,2.2500000000000004
MALE,29,2,13,4.15
MALE,29,2,14,2.8
MALE,29,2,15,5.499999999999999
MALE,29,2,16,5.4
MALE,29,2,19,2.4166666666666665
MALE,29,2,20,2.8000000000000003
MALE,29,2,21,2.716666666666667
MALE,31,2,1,4.15
MALE,31,2,2,4.716666666666667
MALE,31,2,5,3.4333333333333336
MALE,31,2,6,3.6833333333333336
MALE,31,2,7,2.3499999999999996
MALE,31,2,8,1.3166666666666667
MALE,31,2,9,3.65
MALE,31,2,12,4.3
MALE,31,2,13,1.5333333333333332
MALE,31,2,14,0.9166666666666667
MALE,31,2,15,2.3666666666666667
MALE,31,2,16,1.0833333333333333
MALE,31,2,19,1.9666666666666666
MALE,31,2,21,1.75
MALE,18,0,1,6.8
MALE,18,0,2,6.716666666666667
MALE,18,0,3,5.699999999999999
MALE,18,0,5,8.916666666666666
MALE,18,0,6,6.9833333333333325
MALE,18,0,7,7.95
MALE,18,0,8,8.1
MALE,18,0,9,7.066666666666666
MALE,18,0,10,8.45
MALE,18,0,11,9.083333333333334
MALE,18,0,12,6.0
MALE,18,0,13,9.033333333333333
MALE,18,0,14,9.0
MALE,18,0,15,7.366666666666666
MALE,18,0,16,8.683333333333334
MALE,18,0,17,8.366666666666667
MALE,18,0,18,5.366666666666667
MALE,18,0,19,6.0
MALE,18,0,20,9.816666666666666
MALE,18,0,21,6.783333333333333
FEMALE,27,3,1,2.2666666666666666
FEMALE,27,3,2,4.616666666666667
FEMALE,27,3,5,1.7000000000000002
FEMALE,27,3,6,4.166666666666667
FEMALE,27,3,7,1.3666666666666667
FEMALE,27,3,8,3.3499999999999996
FEMALE,27,3,9,1.0
FEMALE,27,3,12,0.6666666666666667
FEMALE,27,3,13,4.316666666666666
FEMALE,27,3,14,4.8500000000000005
FEMALE,27,3,15,2.3666666666666667
FEMALE,27,3,16,2.5166666666666666
FEMALE,27,3,19,3.9666666666666663
FEMALE,27,3,20,5.283333333333333
FEMALE,27,3,21,3.1333333333333333
MALE,50,0,1,9.6
MALE,50,0,2,7.583333333333334
MALE,50,0,3,6.05
MALE,50,0,4,6.616666666666667
MALE,50,0,5,5.316666666666666
MALE,50,0,6,6.3
MALE,50,0,7,8.066666666666666
MALE,50,0,8,5.2
MALE,50,0,9,7.2666666666666675
MALE,50,0,10,9.816666666666666
MALE,50,0,11,7.4
MALE,50,0,12,6.216666666666667
MALE,50,0,13,8.366666666666665
MALE,50,0,14,8.566666666666666
MALE,50,0,15,8.516666666666667
MALE,50,0,16,7.666666666666667
MALE,50,0,17,6.033333333333333
MALE,50,0,18,5.416666666666667
MALE,50,0,19,9.533333333333333
MALE,50,0,20,6.0
MALE,50,0,21,8.9
MALE,24,0,1,9.7
MALE,24,0,2,6.550000000000001
MALE,24,0,3,10.166666666666666
MALE,24,0,4,8.883333333333335
MALE,24,0,5,7.216666666666667
MALE,24,0,6,9.383333333333333
MALE,24,0,7,5.9833333333333325
MALE,24,0,8,9.216666666666665
MALE,24,0,9,9.433333333333334
MALE,24,0,10,10.083333333333334
MALE,24,0,11,7.8
MALE,24,0,12,8.45
MALE,24,0,13,7.316666666666666
MALE,24,0,14,9.016666666666667
MALE,24,0,15,8.583333333333332
MALE,24,0,16,7.833333333333333
MALE,24,0,17,8.916666666666668
MALE,24,0,18,8.066666666666666
MALE,24,0,19,5.699999999999999
MALE,24,0,20,7.0
MALE,24,0,21,6.366666666666666
FEMALE,30,2,1,1.8333333333333333
FEMALE,30,2,2,1.4000000000000001
FEMALE,30,2,5,2.533333333333333
FEMALE,30,2,6,1.95
FEMALE,30,2,7,3.8
FEMALE,30,2,8,3.1833333333333336
FEMALE,30,2,9,2.433333333333333
FEMALE,30,2,13,1.1333333333333333
FEMALE,30,2,14,0.7166666666666667
FEMALE,30,2,15,5.333333333333333
FEMALE,30,2,16,4.116666666666666
FEMALE,30,2,19,1.0333333333333334
FEMALE,30,2,20,1.1333333333333333
FEMALE,30,2,21,5.1499999999999995
MALE,49,1,1,9.283333333333335
MALE,49,1,2,8.816666666666668
MALE,49,1,3,10.2
MALE,49,1,5,6.283333333333334
MALE,49,1,6,8.75
MALE,49,1,7,5.3999999999999995
MALE,49,1,8,10.466666666666667
MALE,49,1,9,7.1499999999999995
MALE,49,1,10,8.8
MALE,49,1,12,10.216666666666665
MALE,49,1,13,7.2666666666666675
MALE,49,1,14,9.833333333333332
MALE,49,1,15,10.9
MALE,49,1,16,9.866666666666667
MALE,49,1,17,6.766666666666667
MALE,49,1,19,6.25
MALE,49,1,20,9.7
MALE,49,1,21,9.2
MALE,25,0,1,7.266666666666667
MALE,25,0,2,5.766666666666667
MALE,25,0,5,6.633333333333333
MALE,25,0,6,5.85
MALE,25,0,7,7.766666666666667
MALE,25,0,8,5.95
MALE,25,0,9,10.1
MALE,25,0,11,8.516666666666667
MALE,25,0,12,6.3500000000000005
MALE,25,0,13,8.416666666666666
MALE,25,0,14,10.1
MALE,25,0,15,8.45
MALE,25,0,16,9.933333333333334
MALE,25,0,18,7.266666666666667
MALE,25,0,19,8.233333333333334
MALE,25,0,20,8.816666666666666
MALE,25,0,21,5.35
MALE,30,0,1,3.0666666666666664
MALE,30,0,2,3.533333333333333
MALE,30,0,3,8.3
MALE,30,0,5,1.3833333333333333
MALE,30,0,6,2.8833333333333333
MALE,30,0,7,1.35
MALE,30,0,8,4.983333333333333
MALE,30,0,9,2.983333333333333
MALE,30,0,10,6.216666666666667
MALE,30,0,11,7.616666666666666
MALE,30,0,14,3.833333333333333
MALE,30,0,15,2.4
MALE,30,0,16,3.25
MALE,30,0,17,10.133333333333333
MALE,30,0,18,6.05
MALE,30,0,19,1.9500000000000002
MALE,30,0,20,1.6833333333333336
MALE,30,0,21,4.550000000000001
MALE,31,3,1,1.8333333333333333
MALE,31,3,2,2.7333333333333334
MALE,31,3,5,2.716666666666667
MALE,31,3,6,1.0666666666666667
MALE,31,3,7,3.5666666666666664
MALE,31,3,8,5.4
MALE,31,3,9,1.9666666666666668
MALE,31,3,10,8.45
MALE,31,3,12,1.6
MALE,31,3,13,3.15
MALE,31,3,14,1.2833333333333332
MALE,31,3,15,4.1
MALE,31,3,16,2.5999999999999996
MALE,31,3,17,5.583333333333333
MALE,31,3,19,2.933333333333333
MALE,31,3,20,1.9666666666666668
MALE,31,3,21,1.1666666666666665
MALE,59,0,1,8.4
MALE,59,0,2,6.283333333333333
MALE,59,0,3,3.8333333333333335
MALE,59,0,4,7.75
MALE,59,0,5,4.683333333333334
MALE,59,0,6,4.45
MALE,59,0,7,4.433333333333334
MALE,59,0,8,3.716666666666667
MALE,59,0,9,6.383333333333333
MALE,59,0,10,4.15
MALE,59,0,11,4.45
MALE,59,0,12,6.683333333333334
MALE,59,0,13,4.783333333333333
MALE,59,0,14,7.433333333333334
MALE,59,0,15,6.300000000000001
MALE,59,0,16,7.3
MALE,59,0,17,6.4
MALE,59,0,18,4.083333333333333
MALE,59,0,19,6.283333333333333
MALE,59,0,20,6.883333333333334
MALE,59,0,21,8.066666666666666
MALE,43,0,1,1.7166666666666668
MALE,43,0,2,2.683333333333333
MALE,43,0,3,8.666666666666666
MALE,43,0,4,6.533333333333333
MALE,43,0,5,4.55
MALE,43,0,6,3.4833333333333334
MALE,43,0,7,2.816666666666667
MALE,43,0,8,2.466666666666667
MALE,43,0,9,3.9
MALE,43,0,10,5.65
MALE,43,0,11,8.666666666666666
MALE,43,0,12,2.2333333333333334
MALE,43,0,13,1.7833333333333332
MALE,43,0,15,2.5166666666666666
MALE,43,0,16,1.6166666666666667
MALE,43,0,17,8.083333333333334
MALE,43,0,18,8.4
MALE,43,0,19,3.7333333333333334
MALE,43,0,20,3.5666666666666664
MALE,59,4,1,3.1
MALE,59,4,2,5.0166666666666675
MALE,59,4,5,1.0333333333333332
MALE,59,4,6,2.3833333333333333
MALE,59,4,7,2.25
MALE,59,4,8,3.683333333333333
MALE,59,4,12,1.0833333333333333
MALE,59,4,13,5.383333333333333
MALE,59,4,14,4.966666666666667
MALE,59,4,15,0.7833333333333333
MALE,59,4,16,3.6666666666666665
MALE,59,4,19,3.45
MALE,59,4,20,4.766666666666667
MALE,59,4,21,0.8500000000000001
FEMALE,42,1,1,3.7666666666666666
FEMALE,42,1,2,2.683333333333333
FEMALE,42,1,5,4.933333333333334
FEMALE,42,1,6,0.7
FEMALE,42,1,7,4.133333333333333
FEMALE,42,1,8,4.183333333333334
FEMALE,42,1,12,1.85
FEMALE,42,1,13,0.9166666666666667
FEMALE,42,1,14,1.7500000000000002
FEMALE,42,1,15,3.466666666666667
FEMALE,42,1,16,4.7
FEMALE,42,1,19,3.933333333333333
FEMALE,42,1,20,1.8333333333333333
FEMALE,42,1,21,4.2
FEMALE,50,1,1,4.483333333333333
FEMALE,50,1,2,3.983333333333333
FEMALE,50,1,5,1.2666666666666668
FEMALE,50,1,6,4.2
FEMALE,50,1,7,5.050000000000001
FEMALE,50,1,8,5.133333333333334
FEMALE,50,1,9,3.4333333333333336
FEMALE,50,1,12,3.5166666666666666
FEMALE,50,1,13,3.4
FEMALE,50,1,14,4.7
FEMALE,50,1,15,3.416666666666667
FEMALE,50,1,19,4.366666666666666
FEMALE,50,1,20,2.4833333333333334
FEMALE,50,1,21,2.0166666666666666
MALE,27,0,1,3.9
MALE,27,0,2,2.7833333333333337
MALE,27,0,3,9.95
MALE,27,0,4,6.566666666666666
MALE,27,0,5,1.4833333333333334
MALE,27,0,6,1.3333333333333333
MALE,27,0,7,1.9
MALE,27,0,8,0.95
MALE,27,0,9,4.283333333333333
MALE,27,0,10,7.966666666666667
MALE,27,0,11,5.683333333333333
MALE,27,0,12,4.9
MALE,27,0,13,2.9
MALE,27,0,14,2.4333333333333336
MALE,27,0,15,5.416666666666666
MALE,27,0,16,0.43333333333333335
MALE,27,0,17,8.55
MALE,27,0,19,2.1999999999999997
MALE,27,0,20,0.9333333333333333
MALE,27,0,21,4.433333333333334
MALE,26,2,1,9.450000000000001
MALE,26,2,2,11.0
MALE,26,2,3,7.166666666666667
MALE,26,2,5,10.516666666666666
MALE,26,2,6,9.683333333333334
MALE,26,2,7,6.3
MALE,26,2,8,11.1
MALE,26,2,10,10.483333333333333
MALE,26,2,12,8.583333333333334
MALE,26,2,13,8.1
MALE,26,2,14,8.933333333333334
MALE,26,2,15,10.416666666666668
MALE,26,2,16,7.133333333333333
MALE,26,2,17,9.683333333333332
MALE,26,2,19,8.100000000000001
MALE,26,2,20,7.166666666666666
MALE,26,2,21,10.716666666666667
MALE,24,4,2,10.75
MALE,24,4,3,9.416666666666666
MALE,24,4,4,10.566666666666666
MALE,24,4,5,6.783333333333333
MALE,24,4,6,8.866666666666667
MALE,24,4,7,10.733333333333334
MALE,24,4,8,10.783333333333333
MALE,24,4,9,10.049999999999999
MALE,24,4,10,10.783333333333333
MALE,24,4,11,8.116666666666665
MALE,24,4,12,9.483333333333333
MALE,24,4,13,6.533333333333333
MALE,24,4,14,6.25
MALE,24,4,15,8.133333333333333
MALE,24,4,16,7.733333333333333
MALE,24,4,17,9.716666666666667
MALE,24,4,18,11.25
MALE,24,4,19,9.383333333333333
MALE,24,4,20,10.583333333333334
MALE,24,4,21,9.733333333333333
MALE,42,3,1,3.8833333333333333
MALE,42,3,2,0.75
MALE,42,3,5,1.55
MALE,42,3,7,4.516666666666667
MALE,42,3,8,1.2833333333333332
MALE,42,3,9,1.3
MALE,42,3,12,4.433333333333334
MALE,42,3,14,1.4833333333333334
MALE,42,3,15,0.9166666666666667
MALE,42,3,16,1.7166666666666668
MALE,42,3,19,3.0833333333333335
MALE,42,3,21,1.0333333333333332
FEMALE,56,1,1,6.25
FEMALE,56,1,2,6.816666666666666
FEMALE,56,1,5,5.166666666666667
FEMALE,56,1,6,3.8666666666666667
FEMALE,56,1,7,4.199999999999999
FEMALE,56,1,8,5.683333333333334
FEMALE,56,1,9,5.433333333333333
FEMALE,56,1,12,5.316666666666666
FEMALE,56,1,13,4.45
FEMALE,56,1,14,4.133333333333333
FEMALE,56,1,15,4.45
FEMALE,56,1,16,5.05
FEMALE,56,1,19,5.433333333333333
FEMALE,56,1,20,5.0
FEMALE,40,4,2,8.216666666666667
FEMALE,40,4,5,5.533333333333333
FEMALE,40,4,6,7.6499999999999995
FEMALE,40,4,7,5.216666666666667
FEMALE,40,4,8,5.216666666666667
FEMALE,40,4,9,4.6
FEMALE,40,4,12,5.883333333333334
FEMALE,40,4,13,5.433333333333333
FEMALE,40,4,14,9.433333333333332
FEMALE,40,4,15,5.383333333333333
FEMALE,40,4,16,8.2
FEMALE,40,4,19,7.166666666666667
FEMALE,40,4,20,4.816666666666666
FEMALE,30,2,1,5.883333333333334
FEMALE,30,2,2,5.083333333333333
FEMALE,30,2,5,2.8
FEMALE,30,2,6,3.416666666666667
FEMALE,30,2,7,3.666666666666667
FEMALE,30,2,8,3.5833333333333335
FEMALE,30,2,9,2.55
FEMALE,30,2,12,4.2
FEMALE,30,2,13,2.3000000000000003
FEMALE,30,2,15,0.5166666666666667
FEMALE,30,2,16,4.433333333333334
FEMALE,30,2,19,2.7666666666666666
FEMALE,30,2,20,2.7333333333333334
FEMALE,30,2,21,4.033333333333333
MALE,26,0,1,1.6833333333333333
MALE,26,0,2,1.8333333333333335
MALE,26,0,5,3.5166666666666666
MALE,26,0,6,3.5833333333333335
MALE,26,0,7,4.5
MALE,26,0,8,0.8833333333333333
MALE,26,0,9,0.75
MALE,26,0,12,3.05
MALE,26,0,13,3.4333333333333336
MALE,26,0,14,2.8
MALE,26,0,15,3.6333333333333337
MALE,26,0,19,3.866666666666667
MALE,26,0,20,2.6666666666666665
MALE,26,0,21,4.1000000000000005
MALE,31,3,1,6.883333333333333
MALE,31,3,2,8.183333333333334
MALE,31,3,3,0.2
MALE,31,3,4,5.766666666666667
MALE,31,3,5,5.983333333333333
MALE,31,3,6,8.666666666666666
MALE,31,3,7,9.566666666666666
MALE,31,3,8,7.050000000000001
MALE,31,3,9,8.4
MALE,31,3,10,8.549999999999999
MALE,31,3,11,8.65
MALE,31,3,12,6.983333333333333
MALE,31,3,13,9.0
MALE,31,3,14,9.483333333333333
MALE,31,3,15,8.033333333333333
MALE,31,3,16,9.883333333333333
MALE,31,3,17,7.8
MALE,31,3,18,8.716666666666667
MALE,31,3,19,8.35
MALE,31,3,20,6.433333333333334
MALE,31,3,21,7.183333333333334
MALE,21,1,1,1.2166666666666666
MALE,21,1,2,4.3
MALE,21,1,6,5.316666666666666
MALE,21,1,7,1.6833333333333333
MALE,21,1,8,3.8000000000000003
MALE,21,1,9,6.45
MALE,21,1,12,2.6166666666666667
MALE,21,1,13,3.2666666666666666
MALE,21,1,15,6.433333333333334
MALE,21,1,16,1.1666666666666665
MALE,21,1,19,3.3333333333333335
MALE,21,1,20,1.9333333333333336
MALE,21,1,21,2.2333333333333334
MALE,53,0,1,4.3
MALE,53,0,5,5.433333333333334
MALE,53,0,6,2.0
MALE,53,0,7,1.45
MALE,53,0,8,4.85
MALE,53,0,12,5.0
MALE,53,0,13,4.983333333333333
MALE,53,0,14,0.6333333333333333
MALE,53,0,15,3.0833333333333335
MALE,53,0,19,1.9666666666666668
MALE,53,0,20,3.5
MALE,53,0,21,0.9333333333333333
MALE,53,4,1,5.466666666666667
MALE,53,4,2,6.65
MALE,53,4,3,4.733333333333333
MALE,53,4,4,3.65
MALE,53,4,5,5.133333333333333
MALE,53,4,6,8.383333333333333
MALE,53,4,7,8.566666666666666
MALE,53,4,8,5.4
MALE,53,4,9,6.733333333333333
MALE,53,4,10,6.550000000000001
MALE,53,4,11,7.8
MALE,53,4,12,5.383333333333334
MALE,53,4,13,3.6166666666666667
MALE,53,4,14,4.383333333333333
MALE,53,4,15,4.3999999999999995
MALE,53,4,16,6.283333333333333
MALE,53,4,17,8.066666666666666
MALE,53,4,18,4.366666666666667
MALE,53,4,19,5.5
MALE,53,4,20,4.65
MALE,53,4,21,7.283333333333333
MALE,33,0,1,4.283333333333334
MALE,33,0,2,9.8
MALE,33,0,5,8.083333333333334
MALE,33,0,6,9.75
MALE,33,0,7,5.3500000000000005
MALE,33,0,8,8.666666666666666
MALE,33,0,9,6.750000000000001
MALE,33,0,12,9.166666666666666
MALE,33,0,13,4.7
MALE,33,0,14,9.466666666666667
MALE,33,0,15,9.116666666666667
MALE,33,0,16,8.533333333333333
MALE,33,0,19,5.966666666666667
MALE,33,0,20,6.283333333333333
MALE,33,0,21,8.299999999999999
FEMALE,42,1,1,3.666666666666667
FEMALE,42,1,2,1.7833333333333332
FEMALE,42,1,5,3.85
FEMALE,42,1,6,4.633333333333334
FEMALE,42,1,7,5.5
FEMALE,42,1,8,3.9000000000000004
FEMALE,42,1,9,5.1
FEMALE,42,1,12,4.633333333333333
FEMALE,42,1,13,1.5333333333333334
FEMALE,42,1,14,2.0333333333333337
FEMALE,42,1,15,1.9166666666666665
FEMALE,42,1,16,4.6
FEMALE,42,1,19,4.383333333333333
FEMALE,42,1,20,1.9166666666666665
FEMALE,42,1,21,1.8333333333333333
MALE,48,4,1,6.85
MALE,48,4,2,6.1
MALE,48,4,3,5.8999999999999995
MALE,48,4,4,9.0
MALE,48,4,5,6.683333333333334
MALE,48,4,6,8.666666666666666
MALE,48,4,7,10.100000000000001
MALE,48,4,8,8.649999999999999
MALE,48,4,9,5.6499999999999995
MALE,48,4,10,6.85
MALE,48,4,11,9.366666666666665
MALE,48,4,12,7.066666666666666
MALE,48,4,13,6.5
MALE,48,4,14,6.1
MALE,48,4,15,8.633333333333333
MALE,48,4,16,9.683333333333334
MALE,48,4,18,9.266666666666666
MALE,48,4,19,10.033333333333335
MALE,48,4,20,6.2
MALE,48,4,21,7.466666666666667
MALE,31,0,1,2.6666666666666665
MALE,31,0,2,2.4
MALE,31,0,5,2.2333333333333334
MALE,31,0,6,0.5166666666666666
MALE,31,0,7,1.25
MALE,31,0,8,1.2166666666666668
MALE,31,0,9,1.1833333333333333
MALE,31,0,12,1.6333333333333333
MALE,31,0,13,3.833333333333333
MALE,31,0,14,2.6333333333333333
MALE,31,0,15,3.283333333333333
MALE,31,0,16,4.116666666666666
MALE,31,0,19,3.933333333333333
MALE,31,0,20,3.95
MALE,31,0,21,1.4
MALE,38,4,1,7.683333333333334
MALE,38,4,2,10.516666666666666
MALE,38,4,3,9.183333333333334
MALE,38,4,4,10.8
MALE,38,4,5,5.8
MALE,38,4,6,7.65
MALE,38,4,7,8.916666666666668
MALE,38,4,8,7.983333333333333
MALE,38,4,9,10.316666666666668
MALE,38,4,10,8.65
MALE,38,4,11,8.116666666666665
MALE,38,4,12,6.8
MALE,38,4,13,9.933333333333335
MALE,38,4,14,10.216666666666667
MALE,38,4,15,5.800000000000001
MALE,38,4,16,5.3999999999999995
MALE,38,4,17,6.666666666666667
MALE,38,4,18,6.466666666666667
MALE,38,4,19,9.016666666666666
MALE,38,4,20,6.866666666666667
MALE,38,4,21,9.066666666666666
MALE,24,0,1,1.7666666666666666
MALE,24,0,2,4.633333333333333
MALE,24,0,5,2.45
MALE,24,0,7,4.933333333333334
MALE,24,0,8,4.916666666666667
MALE,24,0,9,1.95
MALE,24,0,12,3.566666666666667
MALE,24,0,14,3.15
MALE,24,0,15,3.3
MALE,24,0,16,1.2333333333333334
MALE,24,0,19,2.683333333333333
MALE,24,0,21,0.2833333333333333
MALE,37,4,1,5.733333333333334
MALE,37,4,5,6.0
MALE,37,4,6,8.0
MALE,37,4,8,7.55
MALE,37,4,9,7.583333333333334
MALE,37,4,12,7.883333333333334
MALE,37,4,13,7.916666666666666
MALE,37,4,15,8.15
MALE,37,4,16,10.383333333333333
MALE,37,4,17,1.0833333333333333
MALE,37,4,19,7.799999999999999
MALE,37,4,20,5.433333333333334
MALE,41,4,1,2.583333333333333
MALE,41,4,2,4.483333333333333
MALE,41,4,4,10.216666666666667
MALE,41,4,5,1.3833333333333333
MALE,41,4,6,0.9166666666666666
MALE,41,4,7,2.5166666666666666
MALE,41,4,8,4.266666666666667
MALE,41,4,9,4.133333333333333
MALE,41,4,12,4.7
MALE,41,4,13,2.033333333333333
MALE,41,4,14,4.833333333333333
MALE,41,4,15,0.8
MALE,41,4,16,1.3333333333333333
MALE,41,4,18,8.25
MALE,41,4,19,0.2
MALE,41,4,20,3.1666666666666665
MALE,41,4,21,0.6
MALE,25,2,1,3.7333333333333334
MALE,25,2,2,4.716666666666667
MALE,25,2,7,2.933333333333333
MALE,25,2,8,3.9499999999999997
MALE,25,2,9,6.3
MALE,25,2,13,2.95
MALE,25,2,14,6.483333333333333
MALE,25,2,15,5.35
MALE,25,2,16,4.283333333333333
MALE,25,2,20,4.583333333333334
MALE,25,2,21,4.933333333333334
MALE,39,3,1,7.216666666666667
MALE,39,3,2,8.283333333333333
MALE,39,3,3,9.499999999999998
MALE,39,3,4,9.200000000000001
MALE,39,3,5,5.8
MALE,39,3,6,9.216666666666665
MALE,39,3,7,7.3500000000000005
MALE,39,3,8,6.983333333333333
MALE,39,3,9,7.083333333333333
MALE,39,3,10,6.283333333333333
MALE,39,3,11,7.5
MALE,39,3,12,5.283333333333333
MALE,39,3,13,10.066666666666666
MALE,39,3,14,8.916666666666666
MALE,39,3,15,5.65
MALE,39,3,16,9.7
MALE,39,3,17,5.55
MALE,39,3,18,7.216666666666667
MALE,39,3,19,9.933333333333334
MALE,39,3,20,7.55
MALE,39,3,21,5.5
MALE,25,0,1,7.166666666666666
MALE,25,0,2,9.133333333333333
MALE,25,0,3,7.55
MALE,25,0,4,7.316666666666667
MALE,25,0,5,5.7
MALE,25,0,6,7.166666666666667
MALE,25,0,7,10.466666666666667
MALE,25,0,9,7.133333333333333
MALE,25,0,10,8.216666666666667
MALE,25,0,11,8.333333333333334
MALE,25,0,12,6.166666666666666
MALE,25,0,13,10.8
MALE,25,0,14,7.416666666666667
MALE,25,0,15,6.8
MALE,25,0,16,9.316666666666666
MALE,25,0,17,8.083333333333332
MALE,25,0,18,6.816666666666666
MALE,25,0,19,6.7333333333333325
MALE,25,0,20,9.566666666666666
MALE,25,0,21,6.016666666666667
MALE,30,0,1,6.616666666666667
MALE,30,0,2,5.866666666666667
MALE,30,0,3,8.166666666666666
MALE,30,0,4,8.383333333333333
MALE,30,0,5,8.283333333333333
MALE,30,0,6,9.85
MALE,30,0,8,8.066666666666666
MALE,30,0,9,10.666666666666668
MALE,30,0,10,8.866666666666667
MALE,30,0,12,8.916666666666666
MALE,30,0,13,5.766666666666666
MALE,30,0,14,5.6499999999999995
MALE,30,0,15,9.583333333333332
MALE,30,0,16,6.116666666666666
MALE,30,0,18,8.383333333333333
MALE,30,0,19,6.983333333333333
MALE,30,0,20,10.416666666666668
MALE,30,0,21,6.65
MALE,19,0,1,1.5833333333333335
MALE,19,0,2,3.7499999999999996
MALE,19,0,3,6.183333333333334
MALE,19,0,4,8.733333333333333
MALE,19,0,5,3.216666666666667
MALE,19,0,7,2.166666666666667
MALE,19,0,8,4.95
MALE,19,0,9,4.066666666666666
MALE,19,0,10,5.95
MALE,19,0,11,8.783333333333333
MALE,19,0,12,3.3666666666666667
MALE,19,0,13,2.7166666666666663
MALE,19,0,14,5.066666666666666
MALE,19,0,15,2.5
MALE,19,0,16,0.7
MALE,19,0,17,7.616666666666666
MALE,19,0,18,9.9
MALE,19,0,19,0.7333333333333334
MALE,19,0,20,5.483333333333333
MALE,19,0,21,1.7333333333333334
MALE,48,3,1,10.299999999999999
MALE,48,3,2,9.749999999999998
MALE,48,3,4,6.316666666666666
MALE,48,3,5,9.266666666666667
MALE,48,3,6,7.75
MALE,48,3,7,7.933333333333334
MALE,48,3,8,9.583333333333334
MALE,48,3,11,10.283333333333335
MALE,48,3,12,8.266666666666667
MALE,48,3,13,9.016666666666667
MALE,48,3,14,8.133333333333333
MALE,48,3,15,5.616666666666667
MALE,48,3,16,6.633333333333334
MALE,48,3,18,6.8500000000000005
MALE,48,3,19,6.633333333333334
MALE,48,3,20,9.583333333333334
MALE,48,3,21,7.05
MALE,33,1,1,7.5
MALE,33,1,2,6.233333333333333
MALE,33,1,3,9.516666666666666
MALE,33,1,4,5.933333333333334
MALE,33,1,5,6.2
MALE,33,1,6,9.066666666666666
MALE,33,1,7,8.016666666666667
MALE,33,1,8,7.633333333333333
MALE,33,1,9,7.683333333333334
MALE,33,1,10,6.9
MALE,33,1,11,6.066666666666666
MALE,33,1,12,9.483333333333333
MALE,33,1,13,9.55
MALE,33,1,14,5.666666666666667
MALE,33,1,15,9.85
MALE,33,1,16,7.95
MALE,33,1,17,6.433333333333334
MALE,33,1,18,5.95
MALE,33,1,20,7.783333333333333
MALE,33,1,21,8.266666666666667
MALE,55,4,1,2.716666666666667
MALE,55,4,2,1.5166666666666666
MALE,55,4,5,0.5333333333333333
MALE,55,4,6,4.383333333333333
MALE,55,4,7,5.066666666666667
